CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
6.5,1.57,14.02,6.97,0.82,47.01,30.85,Wildflower,2635.7,0.97,312.83
6.36,1.69,16.21,4.12,0.74,42.41,36.17,Wildflower,8484.78,1,321.85
9.89,1.69,18.19,3.64,0.85,29.75,20.08,Wildflower,4869.83,0.8,256.46
7.11,1.44,21.67,6.9,0.86,21.02,41.87,Wildflower,2743.65,1,321.85
2.3,1.36,19.24,3.35,0.76,48.95,42.37,Wildflower,7247.08,0.8,256.46
3.03,1.33,24.67,3.14,0.87,38.3,36.22,Wildflower,5058.49,0.84,270.95
9.93,1.41,19.62,7.39,0.8,27.49,24.21,Wildflower,3008.07,0.88,282.23
1.78,1.31,12.03,5.21,0.74,33.24,32.4,Wildflower,5920.35,0.68,219.42
6.43,1.6,18.73,3.52,0.78,28.5,23.65,Wildflower,4206.98,1,321.85
7.1,1.29,16.34,2.53,0.86,44.05,34.75,Wildflower,6261.62,0.97,312.83
8.65,1.82,23.8,4.74,0.79,48.31,23.74,Wildflower,9056.82,0.8,256.46
8.77,1.84,20.59,5.34,0.77,47.32,38.66,Wildflower,8525.33,0.66,212.98
5.48,1.37,20.4,7.03,0.85,30.8,43.86,Wildflower,3534.54,1,321.85
7.69,1.48,20.83,5.89,0.85,21.21,21.55,Wildflower,5040.32,0.64,204.93
6.17,1.37,21.66,7.43,0.87,27.98,31.14,Wildflower,6947.35,1,321.85
3.53,1.48,16.6,4.38,0.82,30.95,31.65,Wildflower,2788.99,0.84,270.95
7.17,1.45,18.83,4.18,0.9,33.64,44.77,Wildflower,7416.33,1,321.85
6.7,1.59,16.27,5.07,0.87,24.93,37.4,Wildflower,9845.95,0.94,304.13
2.1,1.32,24.3,6.91,0.88,25.96,29.87,Wildflower,4285.7,0.66,212.98
2.71,1.4,15.21,7.11,0.88,26.87,41.8,Wildflower,5678.92,0.88,282.23
2.08,1.51,24.64,2.57,0.8,33.66,23,Wildflower,3045,0.66,211.37
8.72,1.46,17.95,5.42,0.85,37.37,20.23,Wildflower,7414.99,0.87,279.01
9.78,1.29,19.24,2.92,0.73,39.55,44.87,Wildflower,3627.58,0.66,211.37
9.35,1.24,24.92,6.09,0.71,27.33,37.03,Wildflower,6112.94,0.66,212.98
7.4,1.42,15.92,3.94,0.8,27.37,26.88,Wildflower,9803.96,1,321.85
5.01,1.34,18.86,6.81,0.82,31.05,27.89,Wildflower,2206.98,0.96,310.58
2.47,1.41,12.71,2.5,0.87,38.64,27.92,Wildflower,1977.66,0.9,288.02
2.12,1.33,23.99,6.9,0.72,44.03,26.06,Wildflower,3279.74,0.66,212.98
6.28,1.83,22.32,5.85,0.8,35.3,23.65,Wildflower,3661.62,0.97,311.22
5.84,1.27,23.16,5.94,0.77,27.82,27.92,Wildflower,4215.04,0.97,312.83
8.34,1.39,18.02,6.39,0.89,49.81,41.74,Wildflower,7394.35,1,321.85
1.25,1.63,20.03,3.82,0.81,29.39,23.73,Wildflower,2328.17,0.77,247.76
9.46,1.83,16.08,6.86,0.74,28.28,39.07,Wildflower,6609.92,0.66,212.98
3.21,1.85,22.21,5.6,0.84,29.74,33.74,Wildflower,5430,0.66,212.98
1.39,1.53,24.19,4.09,0.8,21.03,36.35,Wildflower,9568,0.8,255.81
7.43,1.84,13.43,4.67,0.77,37.19,23.69,Wildflower,4576.53,0.82,262.9
6.69,1.72,22.45,5.67,0.78,36.28,24.9,Wildflower,8282.74,0.97,311.22
8.64,1.42,23.81,2.7,0.72,28.34,25.28,Wildflower,8656.15,0.9,290.28
6.69,1.3,22.69,4.49,0.86,28.65,30.45,Wildflower,5917.24,1,321.85
6.53,1.52,23.96,6.63,0.85,42.59,41.34,Wildflower,6465.57,0.95,304.78
3.31,1.22,12.29,6.69,0.72,49.65,42.74,Wildflower,7898.65,0.64,204.93
8.74,1.7,16.37,6.99,0.89,49.75,40.9,Wildflower,1562.22,0.61,196.23
2.55,1.56,21.35,7.27,0.88,23.92,28.19,Wildflower,6910.35,0.66,212.98
4.66,1.35,18.69,6.64,0.83,45.57,38.83,Wildflower,2620.08,0.66,212.98
9.71,1.29,18.28,5.81,0.83,34.67,30.93,Wildflower,5054.58,0.68,219.42
7.05,1.31,21.35,7.05,0.83,31.38,30.27,Wildflower,9869.79,0.96,310.58
7.71,1.41,18.36,6.2,0.8,36.73,35.31,Wildflower,9837.39,0.9,288.02
8.62,1.66,13.06,3.67,0.83,20.86,38.08,Wildflower,3007.78,0.82,264.51
7.85,1.76,22.28,3.19,0.81,33.86,30.57,Wildflower,7449.57,0.84,270.95
3.95,1.61,17.45,3.08,0.71,32.33,28.59,Wildflower,9469.34,1,321.85
6.17,1.22,16.08,4.06,0.76,43.4,37.74,Wildflower,1900.67,1,321.85
6.9,1.69,19.17,4.72,0.88,33.38,36.62,Wildflower,3497.15,1,321.85
3.59,1.27,14.43,5.34,0.71,48.74,28.47,Wildflower,7553.73,0.66,212.98
4.61,1.28,19.9,3.8,0.72,49.78,35.43,Wildflower,8270.08,0.82,264.51
4.76,1.42,14.84,3.19,0.83,36.68,31.42,Wildflower,2956.28,1,321.85
9.69,1.27,13.76,6.29,0.83,39.48,32.87,Wildflower,9649.43,0.66,210.72
2.58,1.38,15.86,7.18,0.8,39.28,26.42,Wildflower,8850.02,0.92,296.72
9.03,1.63,21.91,5.64,0.86,40.27,27.82,Wildflower,8433.28,0.66,212.98
5.74,1.56,17.96,6.99,0.86,40.88,29.56,Wildflower,9179.77,1,321.85
2.66,1.54,15.73,6.56,0.83,21.32,39.3,Wildflower,5344.47,0.66,212.98
6.95,1.63,20.86,6.2,0.76,23.22,21.33,Wildflower,6801.58,0.95,304.78
3.15,1.52,22.58,5.33,0.8,22.25,34.45,Wildflower,7871.86,0.66,212.98
9.62,1.73,15.82,3.95,0.71,38.07,38.96,Wildflower,7404.83,0.84,270.95
3.62,1.3,16.18,3.61,0.72,40.36,43.58,Wildflower,2434.38,0.77,247.76
3.41,1.81,18.96,3.48,0.8,28.92,44.51,Wildflower,5898.86,0.8,256.46
4.97,1.37,23.14,5.76,0.88,22.74,43.77,Wildflower,1581.5,1,321.85
3.02,1.56,18.89,6.89,0.79,31.06,26.89,Wildflower,7278.5,0.68,219.42
4.51,1.49,13.97,3.59,0.76,35.8,35.12,Wildflower,3061.67,0.84,270.95
4.09,1.86,23.37,5.42,0.85,48.04,30.76,Wildflower,2247.39,0.64,204.28
4.32,1.35,19.66,4.66,0.73,38.1,31.07,Wildflower,7731.4,0.84,270.95
1.69,1.76,15.88,7.21,0.73,23.9,40.72,Wildflower,4209.78,0.64,204.93
1.64,1.41,18.4,5.7,0.83,42.08,38.07,Wildflower,8073.67,0.9,290.28
3.04,1.58,21.21,3.28,0.72,20.63,37.12,Wildflower,3989.16,0.82,264.51
1.3,1.75,19.16,5.53,0.86,49.73,43.63,Wildflower,6120.43,0.64,204.93
6.59,1.77,12.45,7.16,0.88,30.06,20.95,Wildflower,4492.77,0.97,311.22
9.57,1.33,15.06,2.79,0.76,34.39,40.26,Wildflower,4505.79,0.66,211.37
2.47,1.6,19.92,4.56,0.71,43.29,31.66,Wildflower,5621.53,0.82,264.51
1.25,1.71,14.66,4.34,0.73,44.2,20.4,Wildflower,8909.37,0.8,256.46
2.62,1.61,22.12,5.54,0.83,47.77,26.98,Wildflower,2764.84,0.66,212.98
7.47,1.64,18.07,4.73,0.82,43.56,30.89,Wildflower,4885.38,1,321.85
4.57,1.65,19.75,6.32,0.8,42.84,24.18,Wildflower,3681.38,0.64,204.93
7.87,1.5,23.61,5.5,0.89,39.78,23.9,Wildflower,7003.01,0.66,211.37
3.64,1.33,15.67,3.57,0.81,47.04,23.32,Wildflower,7469.43,0.8,256.46
7.11,1.86,24.69,6.87,0.75,28.13,37.39,Wildflower,5012.04,0.97,312.83
6.51,1.6,24.09,3.17,0.75,36.96,20.01,Wildflower,8881.04,1,321.85
7.29,1.74,21.83,3.5,0.81,32.75,27.06,Wildflower,4086.48,0.84,270.95
7.13,1.42,24.48,5.31,0.76,47.78,24.75,Wildflower,1693.31,1,321.85
7.59,1.52,13.92,2.62,0.7,28.69,20.38,Wildflower,6168.36,0.64,204.93
9,1.69,18.58,2.62,0.73,39.75,37.21,Wildflower,2000.39,0.66,210.72
3.41,1.34,21.93,3.39,0.78,46.97,34.41,Wildflower,8164.49,0.82,264.51
1.09,1.51,14.36,4.51,0.73,45.79,25.84,Wildflower,7846.8,0.82,264.51
6.87,1.55,21.48,3.64,0.74,24.15,39.15,Wildflower,5675.48,1,321.85
1.3,1.27,21.88,5.37,0.8,41.69,38.58,Wildflower,1858.4,0.64,204.28
5.01,1.3,12.13,2.71,0.86,20.72,29.17,Wildflower,5992.41,0.97,312.83
3.67,1.82,22.46,7.03,0.85,34.78,21.86,Wildflower,5552.1,0.66,211.37
1.31,1.41,23.47,6.21,0.74,40.46,29.64,Wildflower,7186.7,0.9,290.28
1.93,1.35,19.85,3.99,0.87,22.64,39.87,Wildflower,8200.24,0.82,264.51
1.15,1.6,15.01,4.92,0.86,30.7,26.85,Wildflower,8743.37,0.84,270.95
8.2,1.66,13.5,6.47,0.87,32.17,41.68,Wildflower,9431.94,0.66,211.37
8.78,1.58,23.12,4.24,0.8,23.59,30.37,Wildflower,7675.91,0.82,264.51
3.46,1.57,23.2,6.49,0.83,38.71,43.96,Wildflower,5470.07,0.66,211.37
5.82,1.28,17.3,6.53,0.79,27.5,24.48,Wildflower,8220.04,1,321.85
8.19,1.53,17.59,4.72,0.84,25.43,38.19,Wildflower,1987.27,1,321.85
6.1,1.24,13.04,5.91,0.83,32.23,22.97,Wildflower,5264.18,0.97,311.22
4.69,1.83,22.49,7.08,0.88,44.23,38.08,Wildflower,7210.9,0.66,212.98
4.69,1.84,14.14,2.87,0.77,46.46,24.78,Wildflower,6448.78,0.64,204.93
9.89,1.3,21.14,3.29,0.72,32.5,30.2,Wildflower,5310.52,0.84,270.95
4.31,1.63,17.83,6.88,0.78,32.46,22.15,Wildflower,7367.42,0.87,279.01
7.09,1.7,24.01,4.75,0.9,47.8,36.67,Wildflower,4006.12,1,321.85
1.57,1.32,21.11,2.72,0.88,27.77,33.08,Wildflower,7118.16,0.66,212.98
9.53,1.32,22.14,3.33,0.85,30.14,27.19,Wildflower,1899.39,0.82,262.26
2.32,1.28,12.14,4.33,0.7,44.24,33.89,Wildflower,8947.64,0.82,264.51
8.69,1.49,21.23,3.91,0.89,40.3,27.59,Wildflower,2777.56,0.82,264.51
2.68,1.78,17.36,6.38,0.74,47.63,26.94,Wildflower,4112.2,0.87,280.62
7.77,1.62,20.03,7.08,0.77,32.44,31.15,Wildflower,4403.47,0.68,219.42
3.43,1.59,13.51,6.11,0.84,47.72,31.98,Wildflower,4779.05,0.66,212.98
6.94,1.38,14.58,4.78,0.88,38.32,33,Wildflower,6189.04,1,321.85
3.23,1.59,15.21,3.45,0.82,44.36,28.21,Wildflower,8923.65,0.82,264.51
3.77,1.54,19.18,6.74,0.75,32.47,25.99,Wildflower,6191.32,0.68,219.42
4.54,1.32,12.48,4.52,0.79,24.78,41.22,Wildflower,5441.12,0.8,256.46
5.91,1.72,21.05,4.11,0.84,35.06,38.83,Wildflower,6082.03,1,321.85
1.74,1.36,12.98,5.59,0.72,41.05,41.11,Wildflower,6421.22,0.88,282.23
8.15,1.62,19.64,2.83,0.78,20.96,36.95,Wildflower,4017.97,0.66,212.98
9.29,1.7,22.29,3.38,0.85,24.23,24.44,Wildflower,4135.13,0.8,256.46
1.71,1.82,14.59,4.75,0.72,27.31,27.5,Wildflower,2443.76,0.8,255.81
9.77,1.8,18.75,3.55,0.9,37.1,20.06,Wildflower,4405.51,0.82,262.9
9.1,1.34,20.06,6.17,0.78,49.94,32.79,Wildflower,4479.8,0.66,212.98
8.19,1.69,24.72,5.94,0.87,37.8,23.39,Wildflower,1952.33,0.63,202.67
3.32,1.47,24.94,4.69,0.82,46.33,32.55,Wildflower,8470.48,0.82,264.51
8.48,1.69,15.66,3.67,0.88,24.05,21.97,Wildflower,8044.52,0.8,256.46
6.77,1.51,21.96,5.07,0.72,27.58,36.77,Wildflower,7787.14,0.97,312.83
6.94,1.24,23.67,7.19,0.88,32.4,22.75,Wildflower,6481.78,0.97,311.22
8.99,1.44,12.82,7.14,0.86,43.2,20.71,Wildflower,6743.72,0.88,282.23
5.12,1.73,23.67,5.11,0.88,25.14,42.84,Wildflower,5365.02,0.95,304.78
6.8,1.33,18.93,7.19,0.76,30.77,40.06,Wildflower,9141.16,0.97,311.22
8.59,1.53,15.43,4.13,0.75,36.3,37.27,Wildflower,2050.32,0.82,262.26
2.8,1.48,22.48,6.41,0.87,31.15,22.7,Wildflower,4319.89,0.66,211.37
3.6,1.65,23.21,6.89,0.75,47.37,40.73,Wildflower,4052.8,0.64,204.93
4.56,1.53,14.93,4.14,0.88,39.48,42.59,Wildflower,4070.29,0.82,262.9
8.47,1.28,17.74,3.99,0.83,30.79,30.22,Wildflower,5440.52,1,321.85
9.9,1.44,24.93,4.58,0.74,36.89,35.65,Wildflower,9999.4,1,321.85
5.94,1.55,15.48,6.66,0.85,30.65,34.93,Wildflower,9029.13,0.99,319.27
7.92,1.78,18.13,2.84,0.83,43.65,24.75,Wildflower,5149.53,0.64,204.93
8.49,1.36,16.8,6.99,0.89,30.56,37.61,Wildflower,3478.61,0.68,219.42
7.78,1.22,22.41,5.95,0.74,46.29,31.91,Wildflower,6849.84,0.66,212.98
1.81,1.26,15.82,6.37,0.89,41.64,26.75,Wildflower,7718.92,0.66,212.98
8.4,1.48,18.11,3.36,0.89,27.64,25.18,Wildflower,6813.04,0.82,264.51
4.06,1.5,13.7,5.57,0.79,43.63,33.15,Wildflower,5638.97,0.66,212.98
1.64,1.6,22.19,4,0.72,40.2,34.76,Wildflower,4505.37,0.82,264.51
1.96,1.46,24.77,3.46,0.7,43.71,27.97,Wildflower,8986.27,0.82,264.51
3,1.77,12.99,5.14,0.75,26.99,40.48,Wildflower,6961.07,0.64,204.93
9.56,1.77,21.38,3.74,0.76,34.31,42.22,Wildflower,2897.22,0.82,262.9
5.58,1.34,23.08,4.92,0.74,39.58,30.75,Wildflower,8306.56,1,321.85
9.28,1.22,17.35,3.98,0.72,25.52,31.75,Wildflower,9905.68,1,321.85
5.82,1.54,17.43,2.59,0.78,31.18,26.24,Wildflower,5009.84,1,321.85
2.23,1.24,19.72,3.19,0.89,38.56,31.28,Wildflower,6540.85,0.84,270.95
1.5,1.52,23.96,2.69,0.78,45.81,34.66,Wildflower,4376.61,0.66,212.98
3.93,1.8,16.08,5.72,0.75,48.57,26.55,Wildflower,7006.7,0.66,212.98
4.48,1.52,22.24,6.86,0.82,30.81,32.33,Wildflower,1750.77,0.66,210.72
3.51,1.81,21.74,3.38,0.77,47.2,27.41,Wildflower,4395.56,0.82,264.51
9.21,1.67,16.08,4.03,0.81,23.04,34.42,Wildflower,3663.32,0.82,264.51
5.1,1.57,12.48,7.06,0.71,38.78,38.67,Wildflower,6638.02,0.99,319.27
4.94,1.49,15.21,3.57,0.75,45.22,24.61,Wildflower,9723.97,1,321.85
2.86,1.54,24.72,3.3,0.78,43.07,23.92,Wildflower,8466.32,0.8,256.46
6.34,1.39,21.46,4.83,0.78,44.29,25.92,Wildflower,2190.74,1,321.85
1.45,1.49,21.19,5.05,0.82,20.28,23.78,Wildflower,5791.48,0.64,204.93
1.24,1.56,19.67,7.28,0.76,29.41,23.44,Wildflower,1863.36,0.61,196.23
1.83,1.61,14.92,6.76,0.89,38.15,24.74,Wildflower,9319.27,0.66,211.37
2.36,1.49,21.05,6.36,0.85,37.67,37.11,Wildflower,1801.41,0.66,210.72
7.16,1.57,19.27,6.21,0.86,30.8,36.02,Wildflower,3977.17,0.99,319.27
5.68,1.59,17.66,5.62,0.75,49.67,41.29,Wildflower,5429.13,1,321.85
9.73,1.63,20.37,3.53,0.89,24.52,43.33,Wildflower,5518.41,0.8,256.46
9.22,1.8,18.6,3.03,0.73,33.84,39.21,Wildflower,5874.47,0.84,270.95
7.08,1.75,24.93,2.53,0.73,21.82,22.69,Wildflower,2275.35,0.92,296.08
4.12,1.24,20.13,7.03,0.84,41.17,35.9,Wildflower,2990.07,0.66,212.98
8.76,1.39,18,5.6,0.75,49.98,27.58,Wildflower,2485.53,1,321.85
7.28,1.84,17.84,5.58,0.82,47.93,33.69,Wildflower,9714.87,0.84,271.92
1.62,1.46,20.23,6.91,0.74,29.43,30.44,Wildflower,7976.23,0.66,212.98
6.99,1.37,24.56,3.38,0.79,41.3,29.57,Wildflower,7063.57,1,321.85
7.38,1.37,18.16,5.23,0.71,39.22,32.56,Wildflower,3181,0.92,296.72
6.28,1.56,17.56,4.6,0.73,25.5,33.73,Wildflower,3880.23,1,321.85
6.59,1.24,21.16,5.44,0.77,47.54,28.58,Wildflower,2590.98,0.97,312.83
4.38,1.45,14.07,4.92,0.72,37.59,34.32,Wildflower,4310.23,0.84,270.95
3.51,1.51,22.78,3.79,0.74,36.45,42.42,Wildflower,3313.54,0.82,262.9
5.68,1.24,20.24,3.74,0.74,46.34,43.61,Wildflower,5608.2,1,321.85
5.29,1.86,14.81,4.04,0.75,27.42,22.28,Wildflower,7995.08,1,321.85
7.35,1.45,13.46,7.15,0.83,26.26,24.15,Wildflower,4439.75,0.64,204.93
9.22,1.25,14.58,5.87,0.89,36.58,41.66,Wildflower,5457.03,0.66,211.37
5.88,1.63,15.78,6.98,0.73,47.34,37.83,Wildflower,4302.71,0.97,312.83
3.33,1.8,15.69,3.08,0.74,21.4,33.62,Wildflower,2956.07,0.82,264.51
8.63,1.38,14.19,6.24,0.8,25.74,40.24,Wildflower,4033.01,0.88,282.23
7.33,1.43,17.36,7.06,0.89,44.82,25.68,Wildflower,7575.43,1,321.85
6.48,1.81,14.1,7.08,0.85,34.39,32.96,Wildflower,2181.08,0.96,310.58
6.94,1.66,20.39,5.25,0.84,36.34,26.23,Wildflower,6300.96,0.99,319.27
4.26,1.53,18.18,3.33,0.84,40.62,28.98,Wildflower,2919.16,0.82,264.51
8.82,1.75,19.84,4.53,0.85,46.68,22.04,Wildflower,4226.55,0.8,256.46
4.67,1.39,20.97,3.84,0.72,31.6,24.27,Wildflower,9836.18,1,321.85
2.89,1.58,20.68,5.77,0.8,41.91,26.63,Wildflower,6178.51,0.66,212.98
5.77,1.27,15.84,2.96,0.87,35.68,39.96,Wildflower,1584.35,0.96,310.58
2.38,1.38,12.68,6.35,0.73,43.05,43.16,Wildflower,2129.8,0.85,273.53
4.54,1.71,21.23,5.05,0.81,41.2,39.41,Wildflower,1875.82,0.64,204.28
8.38,1.55,20.83,5.51,0.9,48.29,24.37,Wildflower,9033.36,0.64,204.93
1.26,1.3,16.05,3.15,0.89,23.27,29.7,Wildflower,5378.83,0.82,264.51
2.72,1.25,24.46,6.21,0.72,22.97,42.09,Wildflower,5309.65,0.64,204.93
1.04,1.5,13.14,4.06,0.85,42.05,26.55,Wildflower,5753.3,0.82,264.51
5.07,1.6,17.77,4.83,0.74,37.55,32.01,Wildflower,8137.73,1,321.85
9.25,1.49,24.05,6.58,0.77,23.66,25.51,Wildflower,2203.41,0.64,204.28
4.85,1.51,23.55,6.61,0.87,29.42,30.72,Wildflower,6908.31,0.97,312.83
2.88,1.56,13.35,5.41,0.74,48.92,32.97,Wildflower,3901.32,0.66,212.98
6.79,1.53,20.97,5.84,0.78,31.12,27.32,Wildflower,1836.15,0.96,310.58
4.32,1.64,12.43,3.74,0.77,34.29,26.62,Wildflower,5608.32,0.84,270.95
6.63,1.45,16.8,5.36,0.72,38.49,22.26,Wildflower,8292.44,1,321.85
3.86,1.7,17,6.37,0.85,44.34,32.18,Wildflower,9434.9,0.87,280.62
4.03,1.75,19.96,4.8,0.89,33.58,31.06,Wildflower,5576.83,0.84,270.95
6.25,1.7,22.16,6.04,0.76,43.48,41.49,Wildflower,3966.87,0.95,304.78
9.03,1.66,13.17,7.1,0.83,21.38,39.87,Wildflower,7816.32,0.66,212.98
1.59,1.36,15.44,3.12,0.85,34.11,20.62,Wildflower,6886.5,0.82,262.9
6.31,1.39,24.64,7.13,0.71,27.05,31.15,Wildflower,4255.85,1,321.85
7.41,1.37,14.94,6.19,0.89,36.36,32.97,Wildflower,9006.88,0.92,296.72
6.47,1.81,12.76,2.69,0.72,44.14,44.75,Wildflower,2958.71,0.95,304.78
4.47,1.63,19.83,4.55,0.82,20.09,20.19,Wildflower,7047.79,0.8,256.46
9.29,1.42,17.95,3.49,0.88,39.03,22.57,Wildflower,6596.24,1,321.85
1.71,1.26,14.65,5.58,0.8,39.03,26.17,Wildflower,6547.92,0.68,219.42
7.01,1.45,22.41,4.16,0.84,25.34,22.8,Wildflower,6100.77,1,321.85
1.69,1.53,23.39,7.1,0.71,39.45,44.43,Wildflower,9972.78,0.63,202.67
4.01,1.39,19.54,5.88,0.75,47.23,40.93,Wildflower,2948.19,0.88,282.23
7.59,1.6,12.85,5.36,0.75,35.49,33.89,Wildflower,9157.36,0.68,219.42
7.53,1.62,14.31,7.02,0.82,44.08,25.68,Wildflower,8094.82,0.66,212.98
8.51,1.77,24.06,3.69,0.76,31.21,35.21,Wildflower,8518.35,0.84,270.95
2.5,1.22,18.19,2.94,0.89,25.97,37.72,Wildflower,3821.86,0.66,212.98
4.84,1.36,17.31,6.94,0.74,36.42,26.8,Wildflower,2254.14,1,321.85
4.12,1.8,24.87,5.98,0.85,37.45,28.5,Wildflower,4625.37,0.68,219.42
1.33,1.5,21.68,3.17,0.75,28.46,28.52,Wildflower,9320.14,0.82,264.51
9.72,1.81,12.98,5.6,0.84,39.26,43.99,Wildflower,7499.49,0.66,211.37
4.97,1.68,19.11,4.84,0.84,23.27,31.74,Wildflower,9168.75,1,321.85
3.14,1.44,15.38,4.04,0.76,40.34,37.4,Wildflower,2225.8,1,321.85
8.96,1.75,13.04,5.01,0.8,22.74,25.29,Wildflower,9118.73,0.66,212.98
6.59,1.47,17.74,3.77,0.88,43.22,34.1,Wildflower,7584.06,1,321.85
7.61,1.57,21.61,2.6,0.72,25.53,39.84,Wildflower,2179.61,0.64,204.28
6.22,1.67,16.01,7.12,0.89,37.56,35.14,Wildflower,8435.86,0.99,319.27
4.37,1.59,18.71,6.9,0.71,46.72,44.61,Wildflower,4982.39,0.64,204.93
4.99,1.37,22.45,6.26,0.83,27.78,27.11,Wildflower,4623.6,1,321.85
5.29,1.26,15.64,2.84,0.89,36.58,20.01,Wildflower,4507.69,0.97,311.22
7.14,1.8,21.23,4.9,0.71,20.7,43.73,Wildflower,4076.21,1,321.85
1.68,1.57,20.62,2.77,0.7,47.89,30.47,Wildflower,7113.71,0.66,212.98
8.33,1.62,23.65,3.11,0.83,33.26,42.8,Wildflower,5932.44,0.82,262.9
1.31,1.43,22.7,6.16,0.72,21.99,33.6,Wildflower,7214.91,0.9,290.28
2.43,1.6,20.59,6.53,0.87,21.99,20.7,Wildflower,7660.59,0.64,204.93
9.66,1.31,19.88,7.31,0.78,26.23,41.71,Wildflower,8801.88,0.64,204.93
9.91,1.25,22.83,3.16,0.75,47.02,26.75,Wildflower,6408.65,0.82,264.51
7.47,1.58,22.7,3.18,0.71,37.78,30.49,Wildflower,1828.01,0.82,262.26
5.44,1.42,16.32,7.12,0.81,35.47,22.88,Wildflower,7255.02,1,321.85
7.77,1.63,17.96,4.45,0.79,37.56,39.64,Wildflower,7965.87,1,321.85
6.62,1.78,17.56,3.94,0.84,24.19,33.71,Wildflower,3040.54,1,321.85
5.42,1.48,15.63,5.06,0.84,35.12,26.58,Wildflower,6731.21,0.99,319.27
8.13,1.21,16.18,2.77,0.77,26.2,32.12,Wildflower,6049.29,0.66,212.98
9.96,1.23,14.46,6.5,0.84,29.18,33.36,Wildflower,6584.53,0.66,212.98
5.04,1.74,16.08,7.06,0.73,43.64,28.02,Wildflower,8218.62,0.97,312.83
6.89,1.49,12.43,6.04,0.77,24.75,28.28,Wildflower,7534.7,0.97,312.83
7.35,1.77,21.69,6.64,0.89,34.37,37.35,Wildflower,2884.24,0.68,219.42
6.83,1.32,20.2,4.02,0.77,48.79,22.81,Wildflower,8418.48,1,321.85
8.91,1.47,19.54,4.83,0.78,39.8,44.44,Wildflower,4893.81,0.82,262.9
6.23,1.49,17.15,3.22,0.82,32.33,34.32,Wildflower,7585.25,1,321.85
9.93,1.6,12.72,5.76,0.71,44.77,28.98,Wildflower,8699.18,0.66,212.98
6.55,1.83,24.28,2.95,0.83,44.23,26.38,Wildflower,3535.87,0.97,312.83
8.49,1.69,22.46,4.01,0.76,31.94,25.4,Wildflower,9793.22,0.82,262.26
5.56,1.34,15.93,6.99,0.88,32.58,41.74,Wildflower,8212.19,0.97,311.22
1.24,1.73,20.81,4.84,0.72,45.32,41.56,Wildflower,5091.49,0.8,256.46
5.1,1.73,18.06,5.22,0.89,29.49,26.65,Wildflower,9942.48,1,321.85
1.41,1.28,16.64,7.5,0.83,34.91,25.26,Wildflower,2903.41,0.68,219.42
6.04,1.39,17.86,6.21,0.86,23.8,26.4,Wildflower,3871.58,1,321.85
5.97,1.49,21.27,4.49,0.73,40.66,43.52,Wildflower,6514.13,1,321.85
4.25,1.85,16.82,4.21,0.82,33.15,27.09,Wildflower,7990.14,1,321.85
9.09,1.3,12.26,5.67,0.82,35.7,37.84,Wildflower,3884.79,0.68,219.42
6.8,1.55,17.8,6.69,0.89,31.75,24.38,Wildflower,2465.62,1,321.85
1.71,1.57,17.71,5.56,0.79,34.28,43.86,Wildflower,1965.49,0.84,270.31
7.68,1.7,13.25,3.93,0.78,27.66,20.57,Wildflower,6477.22,0.8,256.46
7.23,1.45,14.05,5.23,0.81,35.94,43.29,Wildflower,6474.8,0.66,211.37
6.82,1.55,16.58,4.21,0.87,30.07,22.33,Wildflower,9685.18,1,321.85
6.33,1.77,20.75,3.32,0.83,22.66,29.95,Wildflower,9575.86,1,321.85
5.49,1.55,16.17,3.08,0.87,44.29,27.1,Wildflower,8193.62,1,321.85
7.29,1.84,18.34,3.79,0.86,25.14,36.87,Wildflower,7304.15,0.82,264.51
7.76,1.79,18.51,7.09,0.86,44.51,34.03,Wildflower,6614.28,0.66,212.98
9.47,1.23,15.43,5.02,0.9,49.69,20.25,Wildflower,9433.38,0.64,204.93
2.14,1.49,23.51,4.28,0.9,23.09,22.97,Wildflower,2117.22,0.77,247.76
7.88,1.26,24.91,2.6,0.75,23.27,34.21,Wildflower,7382.38,0.66,212.98
9.39,1.31,21.12,4.01,0.74,25.32,31.78,Wildflower,9927.27,0.8,255.81
1.83,1.59,18.37,3.47,0.72,27.71,41.01,Wildflower,4196.03,0.8,256.46
8.56,1.58,16.07,2.98,0.83,30.02,38.4,Wildflower,1885.6,0.66,210.72
7.65,1.6,21.04,6.62,0.7,43.71,27.27,Wildflower,8117.99,0.66,212.98
2.45,1.44,14.81,2.51,0.8,23.36,25.63,Wildflower,8905.89,0.9,290.28
2.78,1.81,13.46,2.73,0.89,41.21,31.14,Wildflower,2407.48,0.64,204.28
5.01,1.44,18.77,5.32,0.76,40.64,30.95,Wildflower,5848.16,1,321.85
6.27,1.62,16.83,5.09,0.75,32.69,35.77,Wildflower,5475.3,1,321.85
2.41,1.41,17.56,3.3,0.9,39.23,22.99,Wildflower,7830.6,1,321.85
5.31,1.67,18.7,6.07,0.88,33.27,33.57,Wildflower,9427.04,0.99,319.27
3.38,1.33,21.65,4.21,0.75,48.97,27.93,Wildflower,5003.68,0.82,264.51
2.46,1.32,22.4,3.73,0.89,20.91,30.45,Wildflower,8003.05,0.82,264.51
3.23,1.24,18.16,2.77,0.83,38.37,22.78,Wildflower,5251.25,0.66,211.37
5.19,1.8,24.23,7,0.85,44.89,32.88,Wildflower,2106.31,0.94,304.13
